text;label
Phim dở tệ;toxic
quite minimal on the acting and story, probably due to it being an adaptation, but it's a good ride all and all;clean
hay lắm nhá , phim tình cảm xây dựng nhân vật , bối cảnh rất tốt về phần tâm lí nhân vật phải gọi là xuất sắc chạm đến trái tim người xem nhất là với những người gần gũi với ông bà và những người có người thân bị bệnh nặng.;clean
tình cảm, hay, chồng đẹp trai;clean
Mém xíu có người yêu;clean
phim hay về gia đình nên không có kịch tính, có cảm xúc;clean
Bộ phim hay về đề tài gia đình đã lấy đi nhiều nước mắt của người xem, tình tiết hợp lí, lời thoại tự nhiên khi chèn những câu nói nhiều hàm ý, không quá khó nhận ra những ẩn ý về câu chuyện gia đình, tình tiết nhẹ nhàng sầu lắng nhưng mang đến niềm hạnh phúc cho người xem chứ không bi lụy. Một bộ phim về đề tài gia đình, tâm lí xã hội đáng xem.Rated 9/10.;clean
Phim nội dung hay, lấy đi nước mắt nhiều. Tui lo khóc không nên k nhớ hết ndung :((((;toxic
PHIM HAY LẮMMMM;toxic
Phim hay nhất từng xem, đã xem rất rất nhiều phim nhưng phim này hay nhất;clean
coi phim xong nhớ bà ngoại gất gất nhiều nhưng k còn cơ hội gặp nữa , đau lòng quá huhuhuhu tôi ko chịu nỗi;clean
Phim làm rất tốt. Nhẹ nhàng nhưng chạm vào trái tim.;clean
phim khá hay xem cũng vui , xây dựng tâm lí nhân vật , bối cảnh ổn mà mạch truyện cảm giác hơi thưa có plot twist cũng oki mà chưa đến mức quá xuất sắc . Tóm lại là phim hay nên xem nhé;clean
Xàm xàm xàm mất tgian 2 tiếng đồng hồ;clean
Rất nhạt nhẽo. Kết cấu bộ phim hư cấu, k trân thật, diễn viên diễn nhạt tếch. Xem phim mà k có cảm xúc lun ý. Cái kết nhạt hết nước chấm :))));toxic
"Tính ra lúc đầu khá kỳ vọng về phim nhưng có lẽ là mình kỳ vọng hơi nhiều rồi. 

Nội dung thì những ai không xem phần trước cũng sẽ hiểu được, nhưng điểm yếu của phim là phim focus vào hành động hơi ít, thay vào đó là nội dung dài, dù cuốn nhưng thấy nhiều khúc rời rạc và không quá cần thiết. 

Tuy nhiên về cái nhìn tổng quan thì đây vẫn là 1 bộ phim đáng để trải nghiệm, từ nội dung cho đến hành động âm thanh đều khá là đã mắt; điểm cần khắc phục là 1 số sạn và nội dung hơi dài dòng, còn lại thì cũng khỏi bàn cãi rồi.";clean
"It's funny to me, that no one saw Furiosa chop op her own arm while they all surrounding her
.
Lighter action than the first one, but still a good watch";clean
Phim bình thường, nội dung không có gì mới. Tuy nhiên hình ảnh đẹp;clean
Nội dung đơn giản, nhưng các nhân vật đều rất hài hòa và giàu cảm xúc, mang đến rất nhiều tiếng cười khuôn bật cảm xúc cho ng xem;clean
Phim rất hay;clean
Trên cả tuyệt vời;clean
hay ko có chi tiết thừa;clean
tình bạn, phiêu lưu, cảm động;clean
"tiếng rất lớn, hiệu ứng âm thanh chưa phù hợp.
Nội dung và lồng tiếng phù hợp với trẻ em và người lớn tuổi";toxic
Phim xem rất hay, về nội dung lẫn âm nhạc không có gì để chê.;clean
Phim rất hay nhưng trải nghiệm rất tệ, khách kế bên thì hôi chân, có mấy đứa nhóc rất ồn ào;clean
chán so với movie trc;toxic
"It's kinda hilarious to me, that the police did not found out the father character was lying the whole time.
.
Other than that, it going to be an underrated watch, I feel";clean
"Do nhân dịp ngày của mẹ nên rạp có suất chiếu sớm và xem sớm, cá nhân thấy phim cũng khá dễ thương với cả cũng giải trí, tuy nhiên người lớn có thể cảm thấy hơi nhàm chán bởi vì motip khá là cũ (cá nhân mình cũng ngáp mấy lần), tuy nhiên thì twist cuối phim khá bất ngờ khiến mình cũng hơi không ngờ tới. 

Nói chung thì trẻ em đi xem chắc sẽ thấy thích thú, diễn viên diễn tròn vai và kết cũng khá là oke, nên cá nhân mình thấy xem giải trí cũng khá ổn đó. 

P/S: Ryan Reynolds đẹp trai xỉu á UwU";clean
Không hay bằng mấy phần trước;clean
Kỹ xảo là điểm sáng duy nhất của bộ phim. Cốt truyện thiếu tính thực tế, không hấp dẫn đối với đối tượng người xem thích tâm lý xã hội.;clean
thấy hay nha nhma hơi dài đánh nhau nhiều lắm;clean
Phim hay nhưng mà dài dòng quá;clean
1 từ dở huhuhuhuhuhuhuhuhu;toxic
Hay ý nghĩa;clean
Phim nhẹ nhàng, phần cuối chạm tới cảm xúc của người xem;clean
Một bộ phim hay và nhiều cảm xúc, xem lúc khóc lúc cười, chồng mình rất ít khi thể hiện cảm xúc, cũng không thích xem phim VN, vậy mà lúc xem cũng thấy ông í trầm ngâm và lén lau nước mắt. Tuy có 1 số diễn viên đóng chưa đạt lắm, hơi sượng và tình tiết 1 tuần trôi qua nhanh quá;clean
Một bộ phim hay đầy ý nghĩa;clean
Phim hay và ý nghĩa;clean
Phim rất hay làm mình khóc hết nước mắt, ngày mai đi làm mắt còn húp. hihi;clean
Mẹ cảm ơn con, bộ phim thật ý nghĩa và có rất nhiều cảm xúc, mang tính giáo dục, tình cảm sâu lắng, vị tha của người mẹ và lòng hiếu thảo của các con. Con đã xem phim này chưa, nếu chưa con nên sắp xếp đi xem nhé.;clean
Phim quá hay,qua cảm xúc,cảm ơn anh Lý Hải đã cho khán giả những cảm xúc tuyệt vời như vậy;clean
phim co ý nghĩa;clean
Phim hay ý nghĩa trong cuộc sống và mang lại nhiều bài học hay;clean
Phim hay, ý nghĩa;clean
ko hay huhu cốt truyện dở quá má;toxic
Hay đáng xem, có ý nghĩa hơi rùng rợn;clean
Phim hay quãii luôn, bạn nào có học và hiểu tarot thì sẽ hiểu sâu hơn đó🥰;clean
phim dễ đoán diễn viễn ít . quay bối cảnh tối nhiù khúc kh chân thật rõ ràng . hù nhiều thấy cũm bình thường :)));clean
Hơi hụt hẫng phần kết cơ mà phim vẫn rất cuốn;clean
Phim rất hay rất thực tế cái kết mở khiến người xem phải suy nghĩ về bộ phim rất nhiều . Có nhiều cảnh quay đẹp . Tình tiết bộ phim hồi họp và cuốn khiến người xem đi từ bất ngờ này đến bất ngờ khác;clean
Plot twis đỉnh;clean
cười ra nước mắt...kk;toxic
Giải trí rất ổn, đánh đấm cũng đã hài đủ vui;clean
"Trời ơi!! Phim vừa hay vừa pha hài, anh phản diện máu lạnh nhưng đẹp trai 
Muốn đi coi lần nữa nè";toxic
It's good.;clean
"Cú đấm của chú Ma thì lúc nào cũng chất lượng khỏi phải bàn vì chú nên mình trốn sếp tăng ca để xem 🤣
Còn phản diện gì mà đẹp zai à nhầm nội dung phim hay
Có nhiều tình tiết gây cười, vietsub genz chắc luôn nha";clean
Hay, rất hài nha, siêu gay cấn;clean
Phim hay, hài;toxic
Tr oi ta nói nó đỉnh zãi ò! Coi phim cười xỉu, đang cự lộn với bồ, coi xong 2 đứa cười khà khà xong đi ăn như chưa hề có cuộc chia li :))) 8000 điểm;toxic
Phim rất hay, phân cảnh hành động hay, những cảnh gây cười hợp lý và có duyên.;clean
phim hay lắm nha, nội dung rất tuyệt vời, diễn viên rất đạt;clean
"Men?, are naive 
Women?, are even more so
.
or maybe, you are just reading this, and it confirm your bias?";clean
để lại nhiều ý nghĩa về CÁI GIÁ CỦA HẠNH PHÚC thật sự là gì.;clean
Tâm lý nhân vật chưa xác thực tế, diễn viên diển còn gòng;toxic
phim rất hay;clean
Phim hay tuy nhiên tình tiết hơi nhanh tạm ổn;clean
Phim coi cũng được mỗi cái là câu chuyện hơi bị cách xa nhau tuy nhiên nội dung cũng khá mới mẻ đới người xem phim VN và dĩ nhiên còn nhiều cái sai xót nhưng nói chung phim coi được đặc biệt là mấy cặp đôi đó nha;clean
"(Đã xem bản full uncut ở rạp nước ngoài)
Cá nhân mình thấy bộ phim này cũng mang 1 màu sắc khá huyền bí, và bộ phim cũng có khá nhiều cảnh về sự cuồng loạn trong tình yêu. Tuy nhiên thì nội dung vẫn bị nhiều khúc dài dòng và rời rạc, kết cũng khá là ảo ma và mình thấy không được ưng cho lắm, nói chung thì bộ phim cũng khá là mãn nhãn và cũng có quả báo, nhưng nói chung thì vẫn chưa được xuất sắc và thua xa so với các phim Thriller hay Horror của nhà A24, 6.5.";clean
Phim hoạt hình của pixar hay xưa giờ, hài hước nhưng có rất nhiều thông điệp ý nghĩa đằng sau;clean
Film hay, ý nghĩa, nhân văn. Các ba mẹ nên dẫn bé đi xem để học nhìu điều bổ ích từ bộ film;clean
"Theo đánh giá cá nhân thì mới đầu nhìn qua cứ tưởng đây là 1 bộ phim nhạt nhẽo nhưng xem xong mới nhận ra cũng có khá là nhiều bài học trong phim, dù hơi giống call me by your name ở đoạn kết nhưng mình khá là đồng cảm với cảnh chia ly bởi vì cũng từng trải qua, dù đã xem vài lần trước đó rồi nhưng lần quay trở lại rạp chiếu vẫn khiến mình ngồi 1 mình và khóc âm thầm trong rạp. 

Nên cá nhân mình thấy đây là 1 bộ phim mang lại nhiều cảm xúc chân thực đến cho người xem, dù chỉ là 1 phim hoạt hình nhưng thời gian bỏ ra chắc chắn sẽ khiến bạn cảm thấy xứng đáng.";clean
Phim hay, buồn nhưng không nặng nề. Nội dung có thể đoán được nhưng cách dẫn truyện hay.;clean
Nội dung đơn giản, dễ đoán, mạch phim nhẹ nhàng, khá chậm. Bối cảnh cũng đơn giản. Diễn viên đẹp.;clean
Thật sự rất buồn...;toxic
khá hay , coi chill chill kh nặng nề;toxic
Kịch bản nhàm tới mức Hứa Quang Hán cũng k gánh nổi phim :))))) nhưng mà công nhận ảnh đỉnh ghê, diễn mấy nét tuổi trẻ thanh xuân vườn trường này kia… coi mà cả rạp bà nào cũng hì hì tủm tỉm cười hoài :)))));clean
Pretty light on the plot but the ride is still pretty good;clean
Giật gân, kết hơi chóng vánh và đơn giản 😂;toxic
coi ko hỉu gì chán phèo;toxic
Diễn biến câu chuyện chậm, phim màu tối coi mỏi mắt, bối cảnh nhà thờ, phim không sợ, không có ma gì đâu, có mỗi cảnh máu me lúc đẻ em bé. Cuối phim chưa xử lý được cái ác. Hết, không đáng tiền xem.;clean
DÂN GÌ CUỒNG TÍN QUÁ,;toxic
Phim nhịp khá chậm. 2 tiếng đồng hồ mà vẫn chưa giải quyết được, còn phải đợi phần 2.;clean
Phim coi ổn. Đây là phần tiền truyện của phim The Omen 2006. Mạch phim khá chậm, coi khá buồn ngủ nha. Khuyến cáo các bạn là phim nặng đô các cảnh máu me nên cân nhắc trước khi xem vì phim không hề cắt hay che gì cả.;clean
Chưa từng thấy phim nào dở như phim này, nếu có âm điểm là âm điểm luôn chứ 1 điểm cao quá. Phim dở chiếu trong rạp nhỏ, màn hình nhỏ, nên cảm giác đỡ dở hơn xí. Chứ chiếu rạp to, màn hình to chắc ngủ ở rạp luôn quá;toxic
Phim xàm lắm;clean
Thái dạo này ra phim ma lạ quá, càng ngày càng tệ;clean
phim hay, rất đáng xem, dàn diễn viên gạo cội, 10 điểm;clean
Phim hay đáng để thưởng thức cả về âm nhạc lẫn nội dung;clean
Tôi rất hay xem phim rạp và cũng rất lười đi viết riviu. Nhưng tối qua vừa xem bộ phim Sáng Đèn về còn đọng lại rất nhiều cảm xúc, dù ít xuất chiếu nhưng phim rất hay, liền mạch cảm xúc, đan xen những pha hài hước rất tự nhiên, thoải mái. Dù nhiều biến cố xảy ra nối tiếp nhau nhưng quan trọng cái kết có thể nói là có hậu và đẹp. Dàn diễn viên thì ko phải nói rồi, toàn các diễn viên gạo cội, các diễn viên trẻ thì diễn cũng rất hay và bật được cảm xúc truyền tải. Bộ phim Việt rất đáng để xem.;clean
Xem để thấy nghệ thuật chân chính rất đáng trân trọng và gìn giữ. Đi xem ủng hộ phim đi mọi người 🤭;clean
"life? boring
people? even more lame
.
soooo,
new year, new me?";toxic
Vui, dễ chịu, lắng đọng và nhẹ nhàng;clean
Thấy mn khen nhiều nên cũng mạnh dạn đi coi thử chứ ko mê cải lương lắm. Ai ngờ phim vui banh trời, mà cô chú lớn tuổi diễn đỉnh lắm, cũng rưng rưng mấy đoạn. Có điều ko biết phải do rạp mình coi không, sao mấy đoạn mờ mờ mà màu phim hơi ghê nha, ám vàng đậm dữ quá;clean
Màu phim hơi chói, nhiều cảnh xử lý chưa kỹ nên màn hình lem nhem. Bù lại, phim siêu vui và ko hề sến như mình nghĩ. Đi cùng với mấy đứa em mà cả nhà ai cũng thích, phim coi nhẹ nhàng và dễ chịu, thích mấy miếng hài quá ko có vô duyên và cố gắng chèn ép gượng gạo như mấy phim Việt khác.;clean
"the difference between blessing and a favor?
.
.
only one needed to be earn.";clean
hay vãi lòng;clean
phim hay vãi luôn ý, diễn đạt, cốt phim bất ngờ hông bị nhạt hoặc đoán trước cái kết, diễn viên miễn bàn, 10 điểm luôn đ có nhưng;toxic
"phim khá kịch tính nhưng cũng có khá nhiều chỗ không được logic lắm 
xem cho biết";clean
Phim rất hay;clean
phim hay, có chiều sâu, phim không có nhiều cảnh kinh dị như mình nghĩ trước khi xem phim;clean
Hay lắm luônn, tuyệt vời ah;clean
Hay, đáng xem;clean
Phim có nội dung hay,  nhiều bất ngờ. Am thanh sống động rùng rợn;clean
Phim rất hay;clean
Phim thật sự đáng xem í;clean
"the void beckons 
the voices calling
yet
you are the one that entertain them";toxic
"Phim rất hay, chạm đến cảm xúc.
Riêng phim này khuyến khích các bạn xem trước spoiler";clean
"Vì đi xem với ng mình ghét nên chỉ xem được 1 nửa phim, k đánh giá cáo thêm đc ;)))";toxic
"hmm bộ phim là câu trả lời của nếu một người phát minh ra được 1 thứ mới thì sẽ mất tầm bao lâu để thứ đó được vũ khí hóa. Giống như cách con người đầu tiên phát minh ra lửa rồi từ đó học cách để gây sát thương lên người khác, cách để làm sát thương đó dài hơn và lâu hơn, hủy diệt diện rộng hơn, để lại di chứng mạnh hơn chỉ để là chúa tể của thế giới mới của 1 vùng đất chết và hoang tàn, cát bụi về cát bụi, hư vô về hư vô. ""Chúng tôi biết thế giới sẽ không còn như trước"", ông nhớ lại những khoảnh khắc sau vụ thử thành công bom nguyên tử ở New Mexico, Hoa Kỳ nhiều năm sau đó. ""Một số người cười, một số người khóc, hầu hết mọi người đều im lặng. Tôi nhớ đến câu thoại trong kinh Hindu, Bhagavad Gita. Vishnu đang cố thuyết phục Hoàng tử rằng anh ta nên thực hiện nghĩa vụ của mình và để gây ấn tượng với anh ta. -có vũ trang và nói, 'bây giờ tôi trở thành Thần chết, kẻ hủy diệt thế giới.' Tôi cho rằng tất cả chúng ta đều nghĩ như vậy theo cách này hay cách khác.""  Oppenheimer lúc sau khi nghe tin về việc thả 2 quả bom lên hiroshima và nagasaki";toxic
đây là lần thứ 2 xem, mà đã ra rạp lần thứ 2, lại còn là suất chiếu muộn, thì chỉ có phim hay mới làm người ta quyết định như v :);clean
Cùng lấy chủ đề tiểu sử nhà khoa học, nhưng Oppenheimer lại không bằng những bộ phim như The Imitation Game, Theory of Everything, Beautiful mind do quá ôm đồm nhiều tuyến truyện khác nhau và không khai thác triệt để được tuyến truyện nào cả. Hầu như cảnh nào của phim cũng có hội thoại và người xem phải căn não để xem, tiêu thụ một lượng kiến thức quá lớn, nhưng lại không có cảnh nào đủ chất điện ảnh để làm thăng hoa cảm xúc của người xem. Nói chung xem xong không động lại gì trong đầu. Từ Dunkirk trở đi, Nolan chuyển từ phong cách giải trí hack não sang thể loại chính kịch và xuống tay thấy rõ.;clean
Phim nolan thì nó đã là sản phẩm chất lượng rồi nên không cần bàn cãi, chỉ cần biết nó hay tới mức nào thôi và mình có hiểu hết được những gì ông Nolan truyền tải không, hôm nay sẽ ra rạp xem thêm lần nữa.;clean
Lời thoại hơi nhiều;clean
"Vẫn là phong cách kể chuyện đặc trưng của Nolan. Phong thái, đặc biệt là mắt của Cilian Murphy thổi hồn vào nhân vật quá tốt. Bản soundtrack ""Can You Hear The Music"" mình đã nghe trước một vài lần nhưng phải đến lúc kết hợp với xem phim mới thấy đã tai như thế nào. Một chút ""gợn"" (đối với mình) là thoại nặng mà nhiều lúc dồn dập quá, theo không kịp. Đánh giá chung là vẫn xếp sau Interstella :3";clean
Phim hay hài hước ý nghĩa;clean
"Phim có thể đoán trước kịch bản
Không có gì ấn tượng 
Kết thúc chưa hoàn Mỹ";clean
Phim không hay;toxic
Hay tuyệt vời;clean
Phim kinh dị dành cho người yếu bóng gió,;toxic
Film tuổi thơ xem phần này tui không còn hay nữa nhưng được cái vẫn còn độ bựa, nice.;clean
A very fitting end to the whole series if I have to say so myself;clean
Do bận nên quên luôn phim này, nhưng lúc ra rạp mới thấy phim cũng dễ thương và vui phết. Đoạn đầu có thể hơi chán nhưng phim càng về sau càng cuốn và các hoạt họa làm cũng đẹp phết. Nói chung là cũng đáng xem hihi, cuti dữ;clean
Hay và rất phù hợp lứa tuổi.;clean
Phim hay but k lồng tiếng Tiếng Việt nên các bé xem không hiểu đc hết nội dung;toxic
đầu tiền :Xét về nội dung em thấy kungfu panda xây dựng hình tượng rất tốt tuy nhiên em có cảm giác nhân vật phản diện khá mờ nhạc , nếu có thể em muốn góp ý cho đạo diễn em muôn có chiều sâu nhân vật phản diện ác thêm xíu nữa vd như phân cảnh ăn cắp võ thuật của các sư phụ trong phần 4 em muốn thấy cảnh po phải thất bại như phần 2 thập tử nhất sinh để nghiệm ra được chân lý truyền dạy khả năng khi cuối cùng để đệ tử của po được lãnh ngộ ra được chân lý của võ thuật chứ ko phải 1 tay mở ko qua đào tào chỉ bik sơ sơ xài xài về khi mà đánh đc phản diện , phần 4  có lẻ là phần có ý tưởng sức phản độc đáo và sáng tạo nhưng nội dung còn sơ sài chưa sâu sắc như phần 1 phần 2 đều thấy được ẩn dụ ở trong đó nhìu lắm;toxic
Hay nhưng không còn hồi hộp hấp dẫn như những phần trước đo!;clean
Nội dung quá chán so với các phần trước, ko xây dựng được sự phát triển nhân vật. Hài hước nhẹ nhàng, phù hợp coi giải trí với bọn trẻ.;clean
Phim 10 điểm;clean
cưng vãi xem giải trí vui vẻ vui vẻ, nên xem nhé cả nhà;clean
=))) hơi chán;clean
Nội dung sơ sài,cốt truyện khó hiểu,chỉ làm tốt phần hù doạ;clean
phim như 💩;toxic
kết lãng nhách;toxic
Phim rất hay... Âm thanh sống động... Đánh giá cao phần âm thanh của bộ này;clean
Quá tệ, phim quá ảo ma🤣🤣;toxic
"when you couldn't even handle your own waifu body pillow,
then how would even handle real responsibility";toxic
Phim bình thường ko hấp dẫn lắm cũng ko đáng sợ quan điểm cá nhân;clean
100/100 điểm. Dune đã tạo thành một vũ trụ hoàn chỉnh và xây dựng các mối liên kết ấy rất chỉn chu. Cách kể chuyện rất điện ảnh và cuốn hút.;clean
Phim rất hay nhưng bị ép suất chiếu nhiều quá. Một ngày chiếu được có 3 suất thôi. Lâu rồi mới có một bộ phim đậm chất Hollywood trong tạo hình, cách kể chuyện, tính cách nhân vật như vậy. Phần 2 vượt trội hơn phần 1 rất nhiều.;clean
"Trước đây thấy những bài báo tung hô Chalamet đặc biệt là về nhan sắc, mình thấy hơi lố, diễn suất trong Wonka cũng ko có gì đặc sắc. Nhưng qua phim này bạn diễn chuyển biến tâm lý nhân vật quá hay 👏🏼 đến màn plot twist thì thần thái quá đỉnh. 
Kịch bản, hình ảnh, âm thanh được khen quá nhiều rồi, miễn bàn 😁 Điều vẫn chưa thuyết phục được mình là những màn cận chiến, cứ thấy quơ quào kiểu gì, đánh đấm ko dứt khoát.";clean
"Phim siêu hay luôn nha mọi người, cách set up , world building đều hay . Nó làm mình hòa cùng nhân vật á 
Bên cạnh đó , các sắp sếp các sự kiện giúp cho mấy bạn không xem phần 1 vẫn hiểu và thưởng thức trọn vẹn .
Cách thức giải quyết vấn đề cũng vô cùng logic và thật sự là phù hợp với các tình huống đậm tính tôn giáo
Ngoài ra , đây cũng là một bộ phim hiếm hoi về tôn giáo đồng hành cùng chủ nghĩa dân tộc . Qua đó phản ánh nhiều vấn đề thực tế";clean
Xứng đáng phim nên và phải xem của năm;clean
dở ẹc, nội dung quá lan man;toxic
grimdark violent masterpiece;clean
kĩ xảo, hình ảnh, âm thanh quá tốt, không chê vào đâu được. diễn xuất rất ổn. cái kết hơi hụt hẫng nma thôi vì còn phần 3 nữa. cơ mà mình chưa xem Dune 1 mà mới xem review nên hơi khó hiểu vài đoạn, mn nên xem kĩ p1 trước khi xem p2 nhé. nói chung là đáng xem!;clean
"10+/10
Tầm vóc của bộ phim là quá to lớn, mượn hành tinh cát để động chạm đến trái đất, nhân loại, các nền tôn giáo và tư tưởng, chính trị.... Nói chung là kinh hoàng. Nên xem IMAX.";clean
"What make you, a good king?
.
maybe you should asked me that question, instead
.
but then,
what make you, deserve an answer?";clean
Phim hay lắm nè;clean
Phim khá hay.. nhưng ko được như mong đợi. Nữ chính diễn đơ, cảm xúc nhạt, mình cảm thấy nv này ko xuất hiện cũng ko ảnh hưởng nhiều đến bộ fim. Thích nhất là nv cậu bé đánh giày :);clean
Phim hay nma phần phim nó hơi bị rút ngắn á;clean
Không hay như hình dung 😊;toxic
Xem cũng được;clean
"Mình thấy phim bình thường
Mình xem ở rạp beta Biên Hoà,cảm nhận của mình rạp quá dơ,quá tệ và xuống cấp,bất đắt dĩ mới xem ở đây,sẽ ko bao h quay lại";clean
Phim bình thường ko mấy ấn tượng;clean
Phim chán, hơi buồn ngủ , nội dung không rõ ràng lắm;clean
2 nhân vật nam nữ chính diễn chưa thật lắm, còn hơi sượng.;clean
Phim có ý tưởng, diễn viên gạo cội đóng cũng hay nhưng ít kinh phí nên sơ sài về cả kịch bản, kỹ thuật quay, âm nhạc, lời thoại nhân vật,… Thêm nữa là rạp xem phim quá tệ, ảnh hưởng đến quá trình xem, tuột mood;clean
Bình thường;clean
phim ý nghĩa và đáng iu lắm nha ạ ^^ đầu phim hơi chán 1 chút nhưng k sao;clean
đa phần chiếu lại phần trc, nma âm thanh và hình ảnh thì khỏi bàn, nên đi coi;toxic
"Chiếu lại phim cũ, slow motion hồi tưởng nhiều, action ít, phim filler
bỏ qua phim này cũng không ảnh hưởng gì lắm =]]]
đọc truyện đi";clean
"yeah I mean
without the stunning visual of the fight in this series,
I wouldn't be here
.
both in writing and thematic";clean
Cơ bản movie này giống như một bản demo để chuẩn bị cho một phần mới, giống như một món khai vị trước khi bắt đầu món chính nên khá nhẹ nhàng và xúc tích nên mn đừng nghĩ là sẽ cao trào nha, sẽ thấy khai vị không được trọn vẹn đó…;clean
Phim Nhật ngày càng xuống dốc quá;toxic
Hết nửa bộ phim là chiếu lại các phần trước đó.;clean
Hết nửa phim là chiếu lại rồi khá thất vọng;clean
Phim hay hấp dẫn lắm á.Mn nên đi xem nha;clean
Nội dung mình cảm thấy chỉ mức ổn hơn so với những bộ phim trước của Trấn Thành…. cách dàn dựng, quay phim quá chán mình xem cảm thấy khó chịu;clean
hay nhe mấy má;toxic
Nội dung dở, không sát thực tế;toxic
Hay đáng xem;clean
Hay lắm ạ xem xong thấy thương cho thân phận phụ nữ, sao mà đau quá. Cám ơn vì đã không đợi em 🥲;clean
phim cảm động rất đáng xem;clean
Trời ơi hay xúc xắc lun cạ nhà ơyyy;toxic
Thật hay và ý nghĩa.;clean
Phim hay. Càng về sau càng cuốn. Xin cảm ơn;clean
Phim hay, ko có quá nhiều pha hành động nhưng cốt truyện hay đáng để xem;clean
Xem được nhé cả nhà, ko theo motip cũ, có nội dung. Ko nhạt như các Marvel gần đây;clean
"How can anyone use magic,
or for a lack of a better word,
.
control it?
.
the only thing you can do, is cleanse the lense.";toxic
Phim hay nha! Chưa coi thì nghĩ cũng bình thườnv hay tệ nữa, nhưng xem roi thì hết bất ngờ này tới bất ngờ khác. Vừa xem vừa phải há hốc mồm ra vì ngạc nhiên quá sock .;clean
Phim không hay, những mảng miếng rất nhạt;toxic
Phim hài, bi thì chưa đã lắm. Ủng hộ phim;toxic
10đ phim hay;toxic
"+ Diễn Viên diễn ổn
- CGI chưa tốt
- bối cảnh chưa tốt
- Câu chuyện quá bình thường
Rank: 6,61";clean
phim xem tạm ổn;clean
Phim diễn tả được ý nghĩa sâu săc, tình thương mẫu tử và giúp con người ta trân trọng cuộc sống này hơn;clean
Quá đỉnh. Nội dung phim vô cùng ý nghĩa, cũng có tính giải trí sau đó đến phần cảm xúc dâng trào;clean
Hay ý nghĩa;clean
Phim hời hợt trong việc thể hiện nội tâm của diễn viên nam chính...;toxic
Đỉnh của chópppppppp;clean
Phim rất hay, dễ thương;clean
Phim thì hay. Rạp thì như cức. Khách ngồi chiếm ghế nhau như từ đầu phim cũng chả có nhân viên giải quyết.;clean
xem phim cười chảy nước mắt =))) độ họa cũng đẹp, chuyển động mượt, soundtrack cũng hay nữa. Nói chung đáng để xem lắm á.;clean
phim hay dễ thương hài hước kinh khủngggg , ta nói nguyên rạp ngồi cười miết luôn í >< đáng tiền và rất rất nên xem nha cả nhà , phim hay thế mà quá ít xuất chiếu thiệt không hiểu nổi =)) đáng ra nên nhiều xuất chiếu hơn , chứ hôm mình đi là full rạp luôn;toxic
Phim hay lắm! Đáng coi nhe;clean
Phim hay, hài hước, chất lượng;clean
phim đỉnh vãi luôn;clean
Rất hay , hài , cuốn;clean
Hong hấp dẫn;clean
"Tôi thấy bộ phim khá là creepy, nó làm tôi hơi ám ảnh đôi chút và phim không có nội dung... Tôi nghĩ tôi đã chọn sai phim và không chịu tìm hiểu trước khi xem...còn chất lượng phục vụ cũng như đồ ăn đều rất ok, rạp tuy hơi cũ nhưng chất lượng hình ảnh, âm thanh đều ổn; để đánh giá về rạp phim thì 9*, còn về phim thì 4*";clean
"Đây là 1 bước lùi của đạo diễn M. Night Shyamalan vì 1 kịch bản quá cũ và lê thê, phim cũng bị sửa nhiều so với cốt chuyện gốc nên cũng sẽ khiến fan chuyện thất vọng.... 

Nhưng điểm trừ lớn nhất là phim làm xấu về LGBT khi bắt 2 ông nam chính phải hiến tế 1 trong 2 để giải cứu thế giới và nhiều chi tiết nhỏ lủm củm khác, tóm lại thì phim vẫn được làm chỉnh chu ở phần diễn viên và hình ảnh nhưng cốt chuyện cũ và không quá cuốn hút nên xin chê nhé.";clean
"Một bộ phim với cách kể chuyện thú vị và mang nặng tính triết lý. Với bối cảnh trong một ngôi nhà gỗ chật hẹp, câu chuyện của phim được đặt ra tưởng chừng như khá vô lý nhưng lại là một sự sắp xếp tài tình để làm bật lên triết lý đậm chất phương Tây. Liệu trong một hoàn cảnh hiểm nghèo, một cá nhân luôn cảm thấy bị xã hội kì thị, xa lánh có thể hi sinh hạnh phúc cá nhân để đánh đổi cho sự an bình của xã hội ngoài kia? 
Câu chuyện có phần cực đoan và nhịp phim chậm rãi có thể rất kén khán giả, nhưng đây thực sự là một bộ phim xem để nghĩ, để đánh giá liệu trong một hoàn cảnh tương tự, cá nhân ta sẽ làm gì?";clean
"maybe when you saw such nonsense like this in the real world, and glad, that I am better than this or couldn't be me.
.
maybe you feel incline to build 10 perception too.
.
but then,
what's make you think, it will be different,
this time?";clean
Phim có nhiều cảnh ảo vãi chưởng , xem nhiều đoạn khá vui , phim giải trí là chính;clean
Phim xem giải trí thì tạm ổn, nhiều cú twist đầu phim ok nhưng về sau hơi cồng kềnh. Cảnh đánh nhau khá tốt nhưng CGI đôi lúc bị lỏm.Hài ok nhưng đôi khi lố thành sượng trân.Phim xem giải trí ok nhưng nội dung không quá hay;clean
"Style, over substance
Skill, over talent
.
but then again,
what is,
the point of speech.";toxic
Phim có kết cấu lạ, thể loại hành động nhưng không gây cảm giác nặng nề hay bạo lực quá đà do có pha yếu tố hài hước.;clean
